Names,Email,Phones
"Алькор-7, ООО, торговая компания",,"+7 (4112) 71‒00‒08"
"Мека-Бетон, ООО, производственно-торговая фирма",,"+7 (4112) 25‒77‒71"
"ТСК Бетон, многопрофильная компания",,+7‒964‒420‒11‒89
"Квадратный метр, магазин ламината, линолеума и керамической плитки",ooogsk@list.ru,"+7 (4112) 21‒31‒61"
"KERAMA MARAZZI, оптово-розничный магазин отделочных и строительных материалов",,"+7 (4112) 47‒42‒26, +7 (4112) 47‒42‒54"
"KERAMA MARAZZI, сеть магазинов плитки и сантехники",4112zavmag@mail.ru,
"Пирамида, склад-магазин",smpiramida2015@mail.ru,"+7‒914‒2‒704‒552, +7‒914‒2‒716‒060"
"Металл Торг","metall_torg@mail.ru, zayavka@metalltorg.biz","+7 (4112) 47‒33‒33, +7‒914‒300‒60‒90, +7‒924‒599‒99‒51, +7‒962‒738‒33‒38"
"Юником, магазин отделочных и строительных материалов",unicom-ykt@mail.ru,"+7 (4112) 455‒000"
"Востоктехторг, АО, торговая компания",zaovtt@yandex.ru,
"Террамарт, магазин отделочных материалов",,"+7 (4112) 500‒999"
"Строймаркет, сеть магазинов строительных и отделочных материалов",,"+7‒924‒767‒11‒77, +7‒924‒868‒63‒63"
"РИМ, торговый дом",,
"СтройМодерн, ООО, оптово-розничная компания",,"+7 (4112) 35‒03‒54, +7‒914‒2‒720‒020"
"УЗОРЫ, салон керамической плитки",,+7‒914‒2‒727‒170
"ORRO MOSAIC, магазин мозаики",,"+7 (4112) 21‒52‒33"
"Строительный мир, центр строительных и отделочных материалов",,"+7 (4112) 35‒82‒02, +7 (4112) 35‒85‒20, +7 (4112) 35‒70‒77"
"Металл Трейд, ООО",,"+7 (4112) 31‒73‒77"
"Керамик-Сити, магазин керамической плитки",,"+7 (4112) 21‒14‒30"
"Наш Дом, центр строительных и отделочных материалов",,"+7 (4112) 35‒85‒20"
"Сахакерамика, ООО, оптовая компания",,"+7‒968‒150‒15‒27, +7‒914‒226‒90‒70, +7‒914‒105‒43‒51"
"Каскад, магазин отделочных материалов",,"+7 (4112) 25‒16‒78, +7 (4112) 25‒89‒98"
"ТехПРОМ, ООО, торговая компания",,"+7 (4112) 34‒70‒01, +7‒914‒285‒33‒39, +7‒914‒220‒69‒74"
"Ansa import and export company, компания по поиску и доставке грузов из Китая",,+7‒914‒2‒74‒82‒82
"Купи у Люды, магазин строительных и отделочных материалов",,+7‒914‒2‒722‒385
"KERAMA MARAZZI, сеть магазинов плитки и сантехники",4112zavmag@mail.ru,
"Металл Торг","metall_torg@mail.ru, zayavka@metalltorg.biz","+7 (4112) 47‒33‒33, +7‒914‒300‒60‒90, +7‒924‒599‒99‒51, +7‒962‒738‒33‒38"
"Юником, магазин отделочных и строительных материалов",unicom-ykt@mail.ru,"+7 (4112) 455‒000"
"РИМ, торговый дом",,
"УЗОРЫ, салон керамической плитки",,+7‒914‒2‒727‒170
"Металл Торг","metall_torg@mail.ru, zayavka@metalltorg.biz","+7 (4112) 47‒33‒33, +7‒914‒300‒60‒90, +7‒924‒599‒99‒51, +7‒962‒738‒33‒38"
"РИМ, торговый дом",,
"УЗОРЫ, салон керамической плитки",,+7‒914‒2‒727‒170
"РИМ, торговый дом",,
"УЗОРЫ, салон керамической плитки",,+7‒914‒2‒727‒170
"Суши Паб, служба доставки пиццы, суши и готовых блюд",,+7‒914‒2‒724‒724
"Катана, служба доставки суши и пиццы",sushi_katana@mail.ru,"+7 (4112) 26‒34‒46, +7‒914‒2‒74‒46‒48, +7‒924‒595‒63‒63, +7 (4112) 74‒44‒11"
"Фартук, кафе",fartuk_cafe@mail.ru,+7‒914‒2‒744‒557
"Wonder Food, служба доставки готовых блюд",,"+7‒914‒2‒732‒632, +7 (4112) 25‒58‒58"
"Суши шоп, сеть магазинов суши, роллов и вок",,
"КИТАГАВА, ресторан",,"+7 (4112) 25‒25‒14"
"Лавка суши, сеть кафе-магазинов японской кухни",,
"Mersi cafe",,"+7‒924‒660‒98‒98, +7 (4112) 40‒20‒20"
"Трапеза, кафе",trapeza-kafe@mail.ru,"+7 (4112) 700‒800, +7 (4112) 25‒08‒08"
"Додо Пицца, кафе-пиццерия",feedback@dodopizza.com,8‒800‒333‒00‒60
"Food Boom, служба доставки готовых блюд",,"+7 (4112) 393‒595"
"Бамбук, ресторан паназиатской кухни",,"+7 (4112) 43‒87‒32"
"Master Shifu, служба доставки суши, роллов и пиццы",master_chifu_ykt@mail.ru,"+7 (4112) 25‒95‒71"
"Napoli, кафе итальянской кухни",,"+7 (4112) 25‒25‒14"
"KTV, ресторан-караоке",ktvykt@list.ru,+7‒914‒2‒73‒88‒55
"Махтал, ресторан",machtal@mail.ru,"+7 (4112) 450‒333"
"ШашлыкoFF, гриль-бар",,"+7 (4112) 24‒00‒09, +7‒914‒2‒717‒788, +7 (4112) 40‒55‒75"
"МЯСОROOB, бургерная",,8‒800‒500‒83‒93
"Понаехали, ресторан восточной и кавказской кухни",,+7‒914‒2‒755‒514
"МАНДАРИН, центр отдыха для всей семьи",,"+7 (4112) 263‒777, +7 (4112) 73‒99‒88, +7 (4112) 263‒999, +7 (4112) 45‒30‒30, +7 (4112) 45‒25‒57"
"Панда и журавль, ресторан китайской и японской кухни",,+7‒924‒563‒50‒77
"Каре, ресторан",,"+7‒914‒2‒728‒728, +7‒914‒2‒728‒002, +7‒924‒766‒20‒29"
"Wok Cafe, ресторан паназиатской кухни",,"+7 (4112) 42‒32‒64, +7 (4112) 25‒96‒25"
"Гавайи, центр отдыха",okean_ykt@mail.ru,"+7‒924‒765‒22‒44, +7‒924‒765‒57‒57, +7 (4112) 25‒57‒57, +7 (4112) 25‒22‒44, +7‒914‒2‒756‒661"
"Дикая утка, паб",,"+7 (4112) 26‒36‒13"
"Суши шоп, сеть магазинов суши, роллов и вок",,
"Сунгари, ресторан китайской кухни",,+7‒924‒176‒77‒77
"КИТАГАВА, ресторан",,"+7 (4112) 25‒25‒14"
"StudLove, кафетерий",,"+7‒914‒2‒717‒426, +7‒914‒105‒30‒47"
"Лавка суши, сеть кафе-магазинов японской кухни",,
"Number one, китайский ресторан",numberoneykt@mail.ru,+7‒914‒2‒75‒88‒99
"Hunter Pub",,+7‒914‒2‒700‒378
"Столовка Рублевка",,+7‒914‒2‒72‒50‒30
"Фудзияма, ресторан",,"+7 (4112) 34‒12‒07, +7‒914‒2‒724‒535"
"Усадьба Атласовых, этнический развлекательный комплекс",,"+7‒984‒102‒44‒47, +7‒914‒2‒720‒248, +7‒914‒2‒720‒709"
"Yum-Yum, служба доставки японской и китайской кухни",,+7‒914‒2‒713‒031
"Суши Дом, ресторан",,"+7 (4112) 257‒222, +7 (4112) 729‒494, +7 (4112) 708‒798"
"Napoli, кафе итальянской кухни",,"+7 (4112) 25‒25‒14"
"Pizza Land, пиццерия",,"+7 (4112) 40‒39‒02, +7‒924‒765‒12‒51"
"MOJO ROOMS, ресто-бар",,+7‒984‒114‒37‒77
"Йолка, фермерский магазин-кафе",,+7‒914‒2‒75‒88‒75
"Subway, ресторан быстрого питания",,+7‒914‒270‒71‒70
"Via Veneto, ресторан европейской и японской кухни",,"+7 (4112) 39‒03‒94, +7 (4112) 39‒03‒96, +7 (4112) 39‒03‒95, +7‒924‒660‒77‒55"
"Sherlock Pub, паб-ресторан","sherlockpub@mail.ru, hotel-lena@mail.ru","+7 (4112) 42‒10‒11"
"JUMANJI, ресторан",,"+7 (4112) 26‒26‒03, +7 (4112) 26‒26‒04"
"Бургер Хит, сеть ресторанов быстрого обслуживания",,+7‒914‒2‒708‒076
"Шоколадница, кофейня",yakutsk-shoko@mail.ru,"+7 (4112) 402‒171, +7‒924‒868‒68‒08"
"PAPA PIZZA, служба доставки пиццы",,8‒800‒222‒51‒41
"Дело вкуса, служба доставки",,"+7 (4112) 33‒68‒60, +7 (4112) 25‒53‒65"
"Hesburger, ресторан быстрого питания",,
"Under Bar, рок-бар",,+7‒984‒100‒39‒14
"Jonka, служба доставки суши и роллов",,"8‒800‒550‒99‒49, +7 (4112) 25‒44‒99"
"Bon Ami, кофейня",,+7‒924‒765‒54‒56
"Окинава, служба доставки роллов",,"+7 (4112) 25‒25‒38, +7 (4112) 26‒39‒93, +7‒924‒765‒25‒38, +7‒924‒766‒39‒93"
"Столовка Рублевка",,+7‒914‒2‒702‒093
"Сакура, суши-бар",,"+7‒914‒2‒72‒52‒29, +7 (4112) 255‒141, 8‒800‒222‒51‒41"
"Якудза, суши-магазин",,"+7 (4112) 25‒45‒56, +7‒967‒914‒95‒07, +7 (4112) 74‒25‒74"
"Yum-Yum, служба доставки японской и китайской кухни",,+7‒914‒2‒713‒031
"Суши Токио, магазин суши",,8‒800‒550‒20‒95
"Адмирал, ресторан",,"+7 (4112) 444‒702"
"Блин House, кафе",,"+7‒924‒765‒03‒75, +7 (4112) 25‒03‒75"
"CityPizza, служба доставки пиццы и суши",,"+7‒914‒2‒71‒33‒22, +7‒914‒2‒72‒69‒99"
"Руслан, ресторан",,"+7 (4112) 43‒03‒02, +7‒914‒237‒77‒77"
"Bon Ami, французская пекарня",,"+7‒924‒766‒26‒85, +7‒924‒765‒54‒56"
"RED BAR, рестобар",,+7‒924‒594‒94‒91
"Joy, служба доставки",,"+7‒914‒2‒72‒15‒72, +7‒924‒765‒33‒01"
"Маленькая Венеция, ресторан итальянской кухни",,"+7 (4112) 32‒59‒41, +7 (4112) 26‒02‒20, +7‒924‒766‒02‒20"
"Sushi Yoshi, служба доставки готовых блюд",,
Лапшичная,,+7‒914‒2‒702‒125
"Чингу, кафе корейской кухни",,+7‒924‒664‒99‒88
"Казан Мангал, кафе восточной кухни",,"+7‒914‒2‒744‒003, +7‒914‒2‒70‒52‒62, +7 (4112) 70‒52‒62"
"Domo, кафе",,"+7‒914‒2‒71‒41‒61, +7‒924‒765‒60‒00"
"Изобилити, ресто-маркет",,+7‒914‒2‒730‒321
"Добрая пицца, кафе",,"+7 (4112) 26‒23‒33"
"Братья грилль, гриль-кафе",,+7‒924‒765‒01‒55
"Окинава, служба доставки роллов",,"+7 (4112) 25‒25‒38, +7 (4112) 26‒39‒93, +7‒924‒765‒25‒38, +7‒924‒766‒39‒93"
Кафе-бистро,,+7‒914‒296‒13‒31
Сушимания,,"+7‒961‒867‒00‒07, +7‒924‒861‒17‒68, +7 (4112) 26‒17‒78, +7‒914‒303‒65‒00"
"Тепло, кафе",,+7‒914‒2‒701‒747
"ШефFood, служба доставки готовых блюд",,"+7‒914‒2‒72‒62‒62, +7‒914‒2‒72‒16‒15"
"Гёдза, служба доставки горячих японских пельменей",,
"PanDa, служба доставки",,"+7‒914‒2‒75‒88‒80, +7 (4112) 25‒35‒88"
"Шашлыки у Лёвы, служба доставки",,"+7 (4112) 45‒29‒09, +7‒924‒366‒77‒33"
"Мировой, ресторан",,+7‒924‒765‒78‒88
"Армянская кухня, кафе",,"+7‒914‒301‒10‒32, +7‒914‒2‒73‒63‒73"
"COSMOBURGER, кафе",,+7‒914‒2‒717‒256
"Пенная Кружка, ресто-бар",,"+7‒914‒2‒725‒150, +7‒914‒2‒723‒330"
"Хрустик, кафе",,+7‒914‒288‒9‒444
"Sushi Yoshi, служба доставки готовых блюд",,
"Индигирка, ресторан",,"+7 (4112) 26‒36‒13"
"Cinnabon, кафе-пекарня",,"+7‒914‒305‒40‒35, +7‒924‒363‒12‒78, +7‒914‒305‒19‒44"
"Keiko, служба доставки",,"+7‒914‒2‒72‒88‒88, +7‒999‒173‒99‒90"
"Чингу, кафе корейской кухни",,+7‒924‒664‒99‒88
"Geek Cafe, служба доставки готовых блюд",,+7‒914‒247‒27‒21
"Суши шоп, сеть магазинов суши, роллов и вок",,
"MoreСуши, служба доставки",,"+7‒924‒765‒45‒49, +7‒914‒2‒72‒39‒49"
"Кейтеринг Александра Скрипина, кейтеринговая ресторанная служба",,+7‒914‒103‒43‒86
"Суши мастер, суши-бар",,8‒800‒707‒55‒50
"Братья грилль, гриль-кафе",,+7‒924‒765‒01‒55
"777, киоск по продаже шаурмы",,+7‒999‒245‒15‒34
"Дэлэй, магазин-кулинария",,8‒800‒1000‒616
"Два брата, шашлычная",,"+7‒924‒765‒09‒23, +7‒924‒561‒04‒01, +7 (4112) 26‒02‒01, +7 (4112) 25‒09‒23"
"Bushido, суши-бар",,"+7 (4112) 25‒88‒86"
"Витязь 2011, ресторан быстрого питания",,"+7 (4112) 42‒11‒86"
"PAPA RICO`s PIZZA, служба доставки пиццы и роллов",,"+7‒914‒2‒74‒22‒00, +7 (4112) 32‒00‒25"
"Пур & Квели, служба доставки хачапури, хычинов и пирогов",,+7‒914‒224‒58‒66
"Япона Мама, служба доставки",,"+7 (4112) 24‒14‒15, +7 (4112) 24‒00‒75"
"Суши Wok, служба доставки суши",,"+7‒914‒2‒718‒644, +7 (4112) 26‒26‒86"
"Banzai, служба доставки",,"+7 (4112) 24‒11‒12, +7‒968‒154‒11‒12"
"Техас BBQ, служба доставки блюд барбекю",,+7‒914‒2‒720‒248
"COSMOBURGER, кафе",,+7‒914‒2‒717‒256
"Байкал, кафе-буузная",,"+7 (4112) 25‒12‒24"
"Хрустик, кафе",,+7‒914‒288‒9‒444
"Иристон, кафе кавказкой и европейской кухни",,"+7‒914‒2‒75‒12‒75, +7‒924‒765‒99‒95"
"BABYLON, ресторан быстрого питания",,+7‒924‒369‒13‒37
Блинница,,
"Milano, служба доставки пиццы и роллов",,"+7‒914‒2‒753‒444, +7 (4112) 253‒444"
"Maneki Food, служба доставки роллов и пиццы",,+7‒914‒2‒746‒749
"Туймаада, кафе",,+7‒964‒415‒32‒59
"Суши ЯКТ, суши-бар",,"+7‒914‒2‒74‒74‒86, +7 (4112) 25‒35‒26"
"Хинкали №1, кафе грузинской кухни",,"+7 (4112) 240‒709, +7‒914‒2‒709‒709"
"Суши мастер, суши-бар",,8‒800‒707‒55‒50
"Кибир Тандыр, восточная кулинария",,+7‒914‒290‒57‒57
"Столовка Рублевка",,+7‒914‒2‒70‒21‒33
"Burger club, кафе быстрого питания",,+7‒914‒274‒33‒22
"Лайнер, ресторан",,"+7 (4112) 49‒50‒40, +7‒961‒869‒88‒80"
"Мама Люба, служба доставки",,"+7‒924‒765‒32‒25, +7 (4112) 36‒61‒08"
"Аппетит, рестобар",,+7‒914‒2‒700‒649
"Суши Тайм, магазин суши и пиццы",,"+7‒914‒272‒22‒44, +7‒924‒765‒25‒39"
"Оригами, служба заказа суши и пиццы",,"+7‒914‒2‒734‒743, +7 (4112) 252‒666"
"Шашлычок, кафе",,"+7‒924‒875‒00‒41, +7‒924‒875‒01‒41"
"Bona Pizza & Sushi, служба доставки пиццы и суши",,"+7‒914‒2‒715‒712, +7‒914‒2‒713‒777, +7‒914‒233‒70‒55"
"Суши Лайк, служба доставки",,"+7 (4112) 24‒44‒64"
"Шампур Хаус, ресто-бар",,"+7‒924‒765‒55‒53, +7‒914‒2‒74‒55‒53"
"Grill_ykt, служба доставки шашлыков",,+7‒914‒2‒720‒275
"Сушитерия, служба доставки",,"+7 (4112) 25‒45‒09, +7‒914‒111‒11‒77"
"Брокколи, кафе правильного питания",,+7‒914‒2‒706‒099
"Pizza Verona, служба доставки пиццы",,"+7 (4112) 25‒25‒75, +7‒914‒2‒70‒27‒26"
"Квартет, кафе",,"+7‒967‒624‒61‒33, +7‒924‒166‒08‒33, +7‒968‒152‒38‒52"
"Радуга вкуса",,"+7‒924‒599‒99‒83, +7‒924‒599‒99‒84"
"Мясо Угли",,"+7‒914‒272‒39‒49, +7‒924‒765‒45‒49"
"Якитори, служба доставки еды",,"+7‒914‒2‒744‒995, +7‒914‒2‒76‒83‒83, +7‒965‒676‒83‒83"
"Torro pizza, служба доставки пиццы",,"+7 (4112) 25‒95‒99"
"Доставка №1, служба доставки авторской еды",,+7‒914‒2‒73‒17‒17
"Суши-House, служба доставки",,+7‒914‒2‒738‒111
"Окинава, служба доставки роллов",,"+7 (4112) 25‒25‒38, +7 (4112) 26‒39‒93, +7‒924‒765‒25‒38, +7‒924‒766‒39‒93"
"Jet food, суши-бар",,"+7 (4112) 40‒21‒23"
"Японика, служба доставки роллов и пиццы",,+7‒914‒2‒733‒226
"Золотой дракон, служба доставки",,"+7‒964‒420‒77‒07, +7 (4112) 24‒00‒84"
"Fuji, служба доставки суши",,"+7‒914‒101‒13‒43, +7‒924‒568‒60‒66"
"Kuksu-ykt, служба доставки корейской еды",,+7‒914‒2‒705‒688
"HARRI, кафе",,+7‒968‒161‒86‒95
"Сейша_YKT, служба доставки суши и пиццы",,+7‒914‒2‒701‒928
"Черный самурай, служба доставки",,"+7 (4112) 24‒00‒75"
"Teddy, служба доставки суши, пиццы и вок",,"+7 (4112) 25‒55‒61, +7‒924‒765‒55‒61, +7‒914‒264‒55‒61"
"Sushigram, служба доставки пиццы и роллов",,"+7 (4112) 25‒59‒25, +7 (4112) 25‒49‒25"
"Arigato, служба доставки суши и пиццы",,+7‒914‒2‒74‒00‒86
"Суши Boom, служба доставки суши и пиццы",,"+7‒914‒2‒706‒605, +7‒914‒286‒97‒99, +7‒999‒174‒59‒03"
"Хоккайдо, служба доставки суши, пиццы и горячих блюд",,+7‒914‒2‒75‒33‒30
"Хочу Шашлык, кафе",,+7‒924‒764‒32‒26
"Teriyaki sushi, служба доставки суши и пиццы",,"+7 (4112) 25‒25‒43, +7‒924‒765‒25‒43"
"Sakha food, кафе",,"+7‒914‒824‒33‒68, +7‒984‒112‒10‒68"
"ZERNO, служба доставки авторских пицц",,"+7‒924‒161‒31‒51, +7‒914‒270‒05‒56"
"Долоон, банкетный зал",,+7‒914‒237‒32‒09
"Обжорка, служба доставки суши и роллов",,+7‒914‒2‒72‒00‒55
"YAPOSHKA, служба доставки вкуснейшей еды",,"+7‒968‒154‒00‒60, +7‒924‒765‒68‒00, +7‒914‒231‒31‒78"
"Инари, служба доставки японской кухни",,"+7 (4112) 26‒31‒01, +7‒924‒766‒31‒21"
"Pecorino, пиццерия",,"+7 (4112) 25‒07‒09, +7‒984‒108‒49‒07, +7‒924‒765‒07‒09"
"Ykt Pizza, суши-бар",,"+7 (4112) 732‒432, +7 (4112) 258‒555"
"Просто вкусно",,"+7‒914‒286‒72‒18, +7‒914‒238‒06‒73"
"Sushitop, служба доставки",,"+7 (4112) 708‒721"
"Waza-ari, служба доставки суши и пиццы",,+7‒914‒2‒704‒844
"MeiWei, служба доставки китайской еды",,+7‒914‒2‒72‒55‒72
"Denolli, служба доставки",,"+7 (4112) 25‒33‒43, +7‒924‒765‒33‒43"
"COSMOBURGER, кафе",,+7‒914‒2‒717‒256
"Полярная Сова, кафе",,"+7 (4112) 26‒00‒92"
"Самарканд, кафе узбекской кухни",,"+7‒914‒2‒705‒068, +7‒914‒2‒705‒576"
"Хрустик, кафе",,+7‒914‒288‒9‒444
"Pizza Time Yakutsk, служба доставки пиццы и роллов",,"+7 (4112) 24‒44‒74"
"Ресторан быстрого питания",,+7‒914‒2‒71‒61‒41
"Gold chicken YKT, служба доставки куриных крылышек",,+7‒914‒286‒98‒84
"Aleks food, кафе",,"+7‒924‒463‒62‒20, +7‒964‒426‒46‒14, +7‒967‒913‒45‒08, +7‒914‒763‒45‒47, +7‒924‒466‒91‒40"
"Beefy beef, кафе",,+7‒914‒2‒74‒46‒46
"Pieshop, служба доставки пирогов",,"+7 (4112) 26‒10‒55"
"Good morning, кафе",,"+7 (4112) 45‒20‒30"
"Винегретъ, компания по доставке еды",,"+7 (4112) 25‒34‒65, +7 (4112) 26‒36‒61"
"Sibylla, магазин фастфудной продукции",,"+7‒961‒868‒46‒03, +7‒964‒421‒61‒99"
"Суши экспресс, служба доставки",,+7‒914‒2‒749‒750
"Индигирка на дом, служба доставки",,"+7‒924‒765‒54‒00, +7 (4112) 255‒400"
"Foodse, агрегатор еды и поваров",,+7‒962‒732‒83‒67
"Служба доставки бурятских бууз",,"+7‒924‒765‒12‒24, +7 (4112) 25‒12‒24"
"Party Pizza, служба доставки пиццы",,"+7‒914‒2‒756‒969, +7 (4112) 75‒69‒69"
"Juma food, служба доставки роллов и пиццы",,+7‒914‒2‒744‒993
"INDIGIRKA, служба доставки якутских блюд",,+7‒914‒2‒702‒447
"Кушать подано, служба доставки",,"+7 (4112) 34‒79‒11, +7‒914‒108‒01‒11"
"Дархан, кафе",,+7‒914‒2‒70‒36‒88
"MAGENTA, служба доставки еды",,+7‒914‒2‒700‒300
"Chick-Chick, служба доставки чиккена и пиццы",,+7‒924‒594‒94‒91
"Eda.Ykt.Ru, единый сервис заказа еды",,
"Street Food Backpacker, служба доставки корпоративных обедов",,+7‒984‒107‒56‒76
"Premium pizza, служба доставки",,+7‒914‒2‒744‒522
"Сенсей Суши, служба доставки суши и пиццы",,"+7 (4112) 25‒33‒50"
"Кушать подано, служба доставки домашней еды",,+7‒914‒270‒23‒37
"Суши Ли, служба доставки",,+7‒914‒2‒744‒744
"Skyfood_ykt, служба заказа готовых блюд",,+7‒914‒2‒708‒909
"Ёшкин Кот, пивной бар-магазин разливных напитков",,+7‒924‒763‒69‒69
"Мас-чох, служба доставки шашлыка",,+7‒914‒2‒702‒422
"PrimeSushiykt, служба доставки японской кухни",,"+7‒914‒2‒740‒173, +7 (4112) 74‒01‒73"
"ЕДЕМКВАМ.РФ, единая система заказа доставки",,
"Sakana sushi, служба доставки суши",,"+7‒924‒895‒88‒44, +7 (4112) 24‒00‒28"
"2pizza, служба доставки пиццы",,+7‒914‒2‒748‒848
"Служба распила мяса, ИП Федосеев С.С.",,+7‒914‒231‒79‒47
"Grilled dish",,+7‒914‒100‒77‒00
"Олимпфуд, служба доставки правильной еды",,+7‒914‒2‒702‒334
"Wok food, служба доставки",,"+7‒924‒469‒40‒43, +7‒914‒113‒22‒93"
"Isushi, кафе",,"+7‒914‒222‒19‒44, +7‒924‒765‒19‒45"
"Суши make, служба доставки еды",,+7‒914‒2‒702‒165
"Maemi Sushi, служба доставки суши и пиццы",,"+7‒924‒765‒03‒31, +7 (4112) 250‒331"
"SUSHIDO, служба доставки суши и пиццы",,"+7 (4112) 24‒04‒04, +7‒968‒154‒04‒04"
"Барашек, ресторан грузинской кухни",,+7‒914‒270‒44‒47
"ТоДаСё, служба доставки еды",,"+7‒914‒2‒706‒600, +7‒914‒2‒72‒34‒34"
"Столовка Рублевка",,+7‒914‒2‒702‒094
"АХСЫМ, рекламно-полиграфический центр",yktpr@mail.ru,"+7‒964‒415‒81‒28, +7‒965‒997‒23‒90"
"Оригами, рекламное агентство полного цикла",,"+7 (4112) 32‒02‒42, +7‒914‒2‒72‒73‒00"
"Loft, студия",,"+7 (4112) 26‒35‒15, +7‒924‒766‒35‒15"
"Агентство Креативных Идей, ООО, рекламное агентство полного цикла",reklama06@list.ru,"+7 (4112) 21‒75‒57, +7 (4112) 26‒13‒33, +7‒924‒766‒13‒33"
"Хозяин, многопрофильный магазин",aveon-ykt@mail.ru,"+7 (4112) 33‒21‒20"
"Мир инструмента, мастерская электробензоинструментов",,"+7 (4112) 33‒25‒93"
"Данила Мастер, магазин электроинструмента и промышленного оборудования",,"+7‒924‒765‒79‒99, +7‒924‒765‒12‒22"
"Re.Mont, центр по ремонту сотовых телефонов и мобильной техники",,"+7‒924‒765‒09‒30, +7 (4112) 25‒09‒30"
"Yakut`za, мастерская",,"+7 (4112) 25‒11‒33"
"Торгово-сервисная компания, ИП Немцев А.Е.",,+7‒924‒860‒92‒24
"АСЦ Инструмент-Сервис, сервисная компания",,"+7 (4112) 35‒54‒51, +7‒984‒104‒49‒03"
"SATAL, мастерская по ремонту инструментов",,+7‒914‒232‒30‒41
"TOOL center, центр проката и ремонта инструмента",,+7‒914‒2‒707‒656
"Центр аренды, проката и скупки электробензоинструмента",,+7‒914‒2‒701‒558
"Бильярдист, магазин товаров для бильярда",,"+7‒914‒2‒723‒788, +7‒964‒421‒88‒88, +7‒924‒66‒33‒999"
"Statica, фитнес-клуб",statica14@mail.ru,
"Do4a.com, магазин спортивного питания",,+7‒984‒104‒76‒47
"Здравоешка, интернет-магазин продуктов здорового питания",,"+7‒924‒171‒00‒53, +7‒924‒171‒00‒11"
"Max Power, магазин спортивного питания и аксессуаров",,+7‒914‒224‒71‒86
"VitaHit, магазин спортивного питания",,+7‒967‒912‒66‒66
"ProFit, фитнес-центр",,"+7 (4112) 25‒41‒00"
"NL Store, магазин здорового питания",,"+7‒914‒823‒86‒76, 8‒800‒250‒08‒00"
"ATHLETE, тренажерный зал",,+7‒924‒662‒83‒94
"REALMAN, магазин спортивного питания",,"+7‒967‒912‒66‒66, +7‒914‒103‒17‒21, +7‒914‒221‒31‒21"
"BIG, магазин спортивного питания",,"+7‒964‒423‒04‒67, +7‒914‒296‒72‒76"
"Спорт House, экипировочный центр",,"+7‒914‒2‒757‒177, +7‒914‒2‒755‒505"
"Формула силы, магазин спортивного питания",,
"Atleticfood.ykt, магазин спортивного питания",,"+7‒924‒898‒42‒22, +7‒914‒828‒13‒10"
Тренажерка,,"+7‒924‒766‒04‒20, +7 (4112) 26‒04‒20"
"Korona labs, магазин спортивного питания",,+7‒924‒767‒77‒72
"Statica, фитнес-клуб",statica14@mail.ru,
"А-ПЛЮС, универсальный магазин",,
"ЯКУТПРОФТОРГ, ООО, компания по поставке профессионального кухонного оборудования",,"+7‒914‒2‒705‒122, +7 (4112) 44‒70‒16"
"Якутторгтехника, торгово-сервисная фирма",,"+7 (4112) 35‒10‒66, +7 (4112) 35‒47‒26"
"Сахамедсервис, ООО, торгово-выставочный центр",,
"Мастер Мебель, торгово-монтажная компания",antar_mebel@mail.ru,
"Забота, ООО, центр комплектации детских садов и школ",,"+7‒924‒865‒88‒81, +7‒924‒561‒00‒36"
"BanketProff, торговая компания",,"+7‒914‒222‒33‒50, +7‒967‒624‒70‒85, +7 (4112) 34‒79‒11"
"Приоритет, центр торговых решений",,"+7 (4112) 42‒42‒44, +7‒914‒233‒95‒38"
"Мастер Мебель, торгово-монтажная компания",antar_mebel@mail.ru,
"Аксиома, официальный партнер фирмы 1С",info@a-ykt.ru,"+7 (4112) 408‒000, +7 (4112) 476‒710, +7 (4112) 476‒500"
"Саха Автоматизация 1С: Франчайзинг, ООО, торгово-сервисная компания",sakha1c@mail.ru,"+7 (4112) 25‒55‒46, +7 (4112) 25‒55‒47, +7‒924‒765‒55‒46"
"Автоматизация бизнеса, торгово-сервисная компания",,"+7 (4112) 318‒300"
"Автоматизация учета 1C:Франчайзи, ООО, центр технического обслуживания контрольно-кассовой техники, ЭЦП и систем видеонаблюдения",au-it@mail.ru,"+7 (4112) 25‒22‒15, +7‒924‒874‒88‒16, +7‒924‒765‒22‒15"
"Лось, ООО, сервисный центр",los@sakha.ru,"+7 (4112) 43‒76‒43, +7 (4112) 43‒71‒73, +7 (4112) 39‒03‒92"
"Кассовый центр, ООО, компания по автоматизации торговли",,"+7 (4112) 45‒27‒28, +7 (4112) 45‒27‒48, +7 (4112) 45‒27‒15"
"Торгтехсервис, ООО, центр автоматизации торговли",,
"Скрипка, ООО, внедренческая фирма",,"+7 (4112) 500‒147"
"Инко, ООО, торгово-ремонтная компания",,"+7‒914‒221‒82‒36, +7 (4112) 35‒75‒21"
"АСФ-Чита, ООО",,+7‒914‒2‒740‒402
"ИТЭРА, центр автоматизации",,"+7 (4112) 250‒300, +7 (4112) 260‒440"
"Легенда, ООО",,"+7 (4112) 40‒20‒30"
"Неотек, ООО, авторизованный сервисный центр",,"+7‒914‒2‒718‒974, +7 (4112) 40‒59‒09"
"АРМ-плюс, ООО, центр внедрения программных продуктов",,"+7 (4112) 34‒33‒88, +7 (4112) 39‒03‒08"
"Коммерческая Информационно-Техническая Автоматизация Сервиса, ООО, торгово-сервисная компания",,+7‒914‒2‒740‒452
"1С-Якутск, ООО, торговая компания",,"+7 (4112) 500‒147"
