Names;Email;Phones
Сахаавтодизель, ООО, автомагазин;;+7 (4112) 45‒97‒30
Автоплюс, мастерская по ремонту автоэлектрики;;+7 (4112) 25‒27‒24, +7‒924‒765‒27‒24
Механизм, автосервис;;+7‒924‒363‒99‒52
Изкоживон, интернет-магазин изделий из кожи;;+7‒924‒761‒98‒61
Марал, магазин кожгалантерейных изделий;;+7‒914‒110‒79‒12, +7‒914‒2‒701‒285, +7‒964‒427‒97‒97
Мир сумок, магазин;;+7 (4112) 25‒08‒51
Мой рай, магазин дизайнерской женской одежды;;+7‒914‒2‒740‒265
Self, магазин одежды и аксессуаров;;+7‒924‒873‒50‒75
Brands store, салон сумок и аксессуаров;;+7‒914‒221‒70‒99
ВладЛена, магазин сумок;;+7 (4112) 21‒85‒72
Serginnetti, магазин одежды и аксессуаров;;+7 (4112) 25‒27‒28
Kira Plastinina, магазин женской одежды и аксессуаров;;+7‒914‒829‒11‒90
Melani, магазин женской одежды и аксессуаров;;+7 (4112) 22‒34‒12, +7 (4112) 45‒24‒12
GLANCE, салон дизайнерской одежды и аксессуаров;;+7 (4112) 40‒21‒08
Шик, магазин женской одежды, бижутерии и аксессуаров;;+7‒914‒271‒75‒57
Медведково, магазин кожгалантереи;;+7‒924‒167‒80‒95, +7‒924‒865‒08‒90
Baccorat, салон сумок;;+7‒924‒360‒59‒15, +7‒967‒911‒10‒61
ESOLOGUE, магазин женской итальянской одежды;;+7‒914‒2‒70‒75‒74
ДиНастия, салон унтов и сумок;;
WoolStreet, фирменный магазин;;
Style Bags, магазин сумок;;
Malina women’s pleasures, магазин женской одежды;;+7‒924‒765‒89‒89
Дива, магазин;;
Мари, магазин сумок;;
Шарм, магазин сумок;;+7 (4112) 21‒85‒72
MillyMolly, магазин детской и подростковой обуви;;+7‒964‒422‒61‒35, +7‒914‒277‒68‒63
Робинзон+, магазин сумок;;+7 (4112) 25‒07‒21
ТриА, магазин женской одежды;;+7‒914‒110‒59‒01
Гламур, магазин итальянской женской одежды и аксессуаров;;+7‒914‒225‒84‒00
Много сумок, магазин;;+7‒914‒2‒727‒260
Незнакомка, магазин женской одежды и сумок;;+7‒924‒661‒94‒56
Натали, магазин одежды и сумок;;
Интернет-магазин разных товаров;;+7‒914‒225‒00‒00
Лучшие Российские Сумки, магазин;;+7‒924‒167‒98‒61
BiZZaRRo, магазин женской одежды и аксессуаров;;+7‒914‒2‒718‒818
Bags diamond, магазин;;+7‒984‒108‒65‒45
Sensus, магазин дизайнерской одежды и аксессуаров;;+7‒914‒264‒46‒92
ЦИТРУС, IT-компания;;+7 (4112) 25‒49‒49
Аргус, ООО, торгово-сервисная компания;;+7‒914‒105‒53‒38, +7‒984‒102‒56‒63
САХАСМАРТ, ООО, IT-компания;;+7‒914‒2‒717‒267, +7‒914‒2‒709‒720
Архивный гриф, ООО, компания по оказанию архивных услуг, организации документооборота и уничтожению документов;;+7‒914‒102‒87‒30
BIZZONE, агентство по реализации и продвижению бизнеса;;+7‒914‒824‒70‒99, 8‒800‒550‒26‒44
Альфа системы-Дальний Восток, ООО;;+7 (4112) 25‒20‒70, +7 (4112) 25‒41‒70, +7 (4112) 25‒81‒70
Ноосфера, ООО;;+7 (4112) 219‒599
Единая торговая система, СВФУ им. М.К. Аммосова;;+7 (4112) 36‒03‒31, +7 (4112) 36‒09‒52
Интергрупп-Благовещенск, АО, торговая компания;;+7‒924‒765‒28‒00, +7 (4112) 25‒28‒00
Магазин инструмента;;+7‒914‒2‒750‒701
Метрология, торговая фирма;;+7 (4112) 35‒62‒18
Семёрка, служба заказа легкового транспорта;;+7 (4112) 777‒777, +7 (4112) 500‒777, +7 (4112) 25‒44‒44, +7 (4112) 44‒55‒55
Сергеляхское, служба заказа легкового транспорта;;+7 (4112) 33‒03‒03, +7 (4112) 33‒03‒02, +7 (4112) 72‒55‒88, +7 (4112) 72‒55‒99
Максим, сервис заказа легкового и грузового транспорта;;+7 (4112) 50‒00‒00, +7 (4112) 500‒595
Поехали!, служба заказа легкового и грузового транспорта;;+7 (4112) 500‒505, +7 (4112) 40‒10‒40
Дабаан, служба заказа легкового транспорта;;+7‒914‒2‒70‒07‒06, +7‒914‒2‒70‒00‒06
НонСтоп, сервис заказа легкового транспорта​;;+7 (4112) 22‒22‒22, +7 (4112) 500‒605, +7 (4112) 500‒601
Мираж, служба заказа легкового транспорта;;+7 (4112) 318‒900, +7 (4112) 22‒66‒66, +7 (4112) 33‒43‒43, +7 (4112) 33‒48‒48
Портовское, служба заказа легкового транспорта;;+7‒914‒271‒17‒10, +7‒9142‒720‒200, +7‒9142‒720‒773
Единая диспетчерская служба междугороднего такси;;+7‒999‒174‒86‒03, +7‒924‒878‒70‒04
Желтое такси, служба заказа легкового транспорта;;+7‒914‒2‒72‒06‒08, +7 (4112) 400‒100
Пригород, единая служба заказа транспорта;;+7‒914‒2‒707‒064, +7 (4112) 25‒25‒22
Айан, служба заказа легкового транспорта;;+7‒914‒2‒740‒345, +7‒924‒166‒12‒65
Ваше 20-20-20, служба заказа легкового транспорта;;+7 (4112) 20‒20‒20, +7 (4112) 20‒15‒20
Михалыч, служба заказа легкового транспорта;;+7‒9‒142‒715‒715, +7 (4112) 711‒103, +7 (4112) 417‒417
Планета, служба заказа легкового транспорта;;+7 (4112) 44‒44‒44, +7 (4112) 32‒10‒10, +7 (4112) 32‒03‒03, +7 (4112) 20‒15‒44, 15‒44
Успех, служба заказа легкового транспорта;;+7 (4112) 470‒470, +7 (4112) 50‒01‒00, +7 (4112) 47‒00‒00, +7 (4112) 42‒99‒99, +7‒914‒2‒74‒55‒33
Твое такси, служба заказа легкового транспорта;;+7 (4112) 25‒55‒54
МИР, служба заказа легкового транспорта;;+7‒914‒2‒707‒020, +7 (4112) 44‒44‒44, +7 (4112) 400‒500, +7 (4112) 44‒45‒55
Олимп, сервис заказа легкового транспорта;;+7 (4112) 770‒770, +7 (4112) 50‒06‒05, +7 (4112) 50‒06‒01
Маяк, служба заказа легкового транспорта и микроавтобусов;;+7 (4112) 25‒65‒60, +7‒914‒270‒60‒96
Зебра, служба заказа такси;;+7 (4112) 25‒000‒5, +7 (4112) 25‒25‒03
City Cab, служба заказа легкового транспорта;;+7 (4112) 444‒500, +7 (4112) 44‒11‒11
Победа, сервис заказа легкового транспорта​;;+7 (4112) 40‒40‒40, +7 (4112) 500‒605, +7 (4112) 500‒601
Фигаро, служба заказа легкового транспорта;;+7‒914‒2‒750‒750, +7 (4112) 25‒42‒42, +7 (4112) 26‒32‒63
Корона, служба заказа легкового транспорта;;+7 (4112) 33‒03‒03, +7 (4112) 33‒03‒02
Твое, служба заказа легкового транспорта;;+7 (41143) 47‒335, +7‒914‒103‒47‒15, +7‒924‒569‒53‒35
КРУИЗ, служба заказа легкового транспорта;;15‒85, +7 (4112) 32‒11‒00, +7‒914‒2‒738‒847, +7 (4112) 77‒00‒00, +7‒924‒877‒21‒78
Экспресс, служба заказа легкового транспорта;;+7‒984‒115‒90‒98, +7 (41143) 47‒999, +7‒924‒460‒90‒90
Конкорд, служба заказа легкового транспорта;;+7 (4112) 23‒11‒11, +7 (4112) 23‒23‒33, +7‒9‒142‒747‒777
Гепард, служба заказа легкового транспорта;;+7‒914‒2‒755‒555, +7 (4112) 42‒42‒42, +7‒914‒2‒732‒732, +7‒914‒270‒17‒01
Альфа, служба заказа легкового транспорта;;+7 (4112) 444‒555, +7 (4112) 32‒09‒09, +7 (4112) 32‒12‒22, +7 (4112) 201‒555
Наше, служба заказа легкового транспорта;;+7 (4112) 25‒28‒58, +7 (4112) 33‒22‒33, +7‒914‒2‒720‒720
Корпорация, служба заказа легкового транспорта для юридических лиц;;+7 (4112) 400‒500
Служба междугородних пассажирских перевозок;;+7‒924‒766‒12‒10, +7‒914‒2‒724‒737
Автопассажир, служба заказа пассажирского транспорта по межгороду;;+7 (4112) 44‒95‒95, +7‒914‒2‒734‒999, +7‒914‒2‒706‒177, +7‒924‒166‒07‒07, +7‒924‒178‒40‒71
Авеню 200-000, служба заказа легкового транспорта;;+7 (4112) 200‒000, +7 (4112) 20‒15‒50
Террамарт, магазин отделочных материалов;;+7 (4112) 500‒999
УЗОРЫ, салон керамической плитки;;+7‒914‒2‒727‒170
Керамик-Сити, магазин керамической плитки;;+7 (4112) 21‒14‒30
Сахакерамика, ООО, оптовая компания;;+7‒968‒150‒15‒27, +7‒914‒226‒90‒70, +7‒914‒105‒43‒51
СахаСтройПлит, ООО, производственно-торговая компания;;+7‒914‒827‒45‒88, +7 (4112) 25‒25‒08, +7‒924‒765‒25‒08
Производственно-торговая фирма, ИП Мартаян Р.С.;;+7‒914‒2‒70‒62‒72, +7‒924‒760‒60‒95, +7 (4112) 44‒90‒51
Монолит-Эксклюзив, производственная компания;;+7‒914‒22‒777‒52
Производственно-торговая компания, ИП Тевосян М.Л.;;+7 (4112) 20‒49‒34, +7‒9‒142‒715‒778
Йолка, фермерский магазин-кафе;;+7‒914‒2‒75‒88‒75
Немюгюнский хлебозавод;;+7 (41144) 4‒05‒38, +7‒914‒294‒18‒77, +7‒914‒223‒45‒03, +7‒914‒230‒03‒80
Пекарня, ИП Дегтяренко В.П.;;+7 (4112) 36‒82‒27, +7‒914‒267‒00‒76, +7‒914‒273‒33‒52
Домашняя булка, пекарня;;
Батон, пекарня;;+7‒914‒111‒55‒55
Хлеб, магазин;;
Хлебный павильон;;+7‒914‒2‒732‒240
Арарат, пекарня;;+7‒924‒167‒85‒93, +7‒924‒662‒44‒62
Чэчир, магазин местной продукции;;+7‒914‒298‒40‒01
Ленские зори, база отдыха;;+7 (4112) 40‒32‒04, +7‒914‒270‒66‒42
Бэргэн, дом отдыха;;+7‒914‒244‒53‒75
Сопка Любви, зона отдыха;;+7‒964‒423‒04‒19, +7 (4112) 26‒00‒39, +7‒924‒766‒00‒39, +7‒967‒912‒08‒88, +7‒914‒272‒02‒50
Гриль-парк, база отдыха;;+7‒914‒2‒72‒72‒35
Ил Эйгэ, база отдыха;;+7‒914‒2‒727‒557
Поляна, зона активного отдыха;;+7‒924‒661‒61‒00
Дом рыбака, турбаза;;+7‒914‒2‒72‒72‒10
Сата Таас, база отдыха;;+7‒984‒102‒44‒42
ТЕРМОФОР, магазин котлов и каминов;;+7‒914‒250‒20‒03
Салон каминов;;+7 (4112) 36‒27‒43
Сахаавтодор, ОАО, асфальтобетонный завод;;+7 (4112) 35‒72‒41, +7 (4112) 35‒75‒51, +7 (4112) 35‒74‒04
Бетонно-Строительная компания, ООО, производственно-коммерческая фирма;;+7 (4112) 36‒87‒42
Промстройкомплект, ЗАО, дорожно-строительная фирма;;+7 (4112) 35‒26‒60, +7 (4112) 36‒46‒47
Инграйд, ООО, фирма по производству габионных конструкций;;+7 (4112) 70‒38‒63, +7 (4112) 36‒49‒23, +7 (4112) 36‒63‒24
Автотехнопрогресс;;+7‒914‒2‒703‒007, +7 (4112) 36‒75‒72
ЯкутДорКомплект, компания по разработке проектов и комплексных схем организации дорожного движения;;+7‒914‒110‒19‒39
TAYAMODELS, модельное агентство;;+7‒924‒867‒00‒00
Имидж плюс, модельная студия;;+7 (4112) 740‒540
Сахатент, компания по производству портативных гаражей и зимних палаток;;+7‒914‒829‒31‒00, +7‒967‒925‒95‒57
Arcticbox, компания по продаже портативных гаражей;;+7 (4112) 26‒08‒18, +7‒924‒766‒08‒18
Hard Store, магазин подростковой одежды;;+7‒999‒060‒23‒01
Garlem Style, магазин молодежной одежды;;+7‒914‒290‒05‒00
My Style, магазин женской одежды;;+7‒967‒912‒27‒07
Mia Sorella, магазин женской одежды;;+7‒914‒2‒707‒173
Tom Farr, магазин одежды;;+7‒914‒828‒03‒88
Российский трикотаж, магазин;;
Дом Евы, магазин женской одежды;;+7 (4112) 216‒215
Российский и Белорусский трикотаж, магазин одежды;;+7‒924‒866‒24‒60
Российский трикотаж для всей семьи, магазин;;
Борония, магазин немецкой женской одежды;;
Милана, магазин трикотажной одежды;;+7‒914‒2‒70‒10‒12
Российский трикотаж, магазин одежды;;+7‒964‒326‒09‒72
WALL MASTER, магазин настенных покрытий;;
ОБОЙКИН, магазин обоев и декора;;+7 (4112) 25‒05‒67, +7‒924‒765‒05‒67
Мой Дом, бутик обоев и аксессуаров;;+7‒914‒2‒752‒788
Обои-Стиль, магазин;;+7‒914‒286‒95‒86
Магазин обоев и светотехники, ИП Жень Е.Н.;;+7‒984‒115‒07‒18
Магазин обоев, г. Якутск;;+7‒914‒825‒01‒23
Еврообои, магазин обоев;;+7‒914‒2‒717‒566
Магазин обоев;;+7 (4112) 25‒24‒15, +7‒924‒172‒88‒66
Венера, магазин обоев;;
Оптовая база, ИП Николаева О.А.;;+7‒924‒162‒73‒73
Якутский гормолзавод, ООО, производственное предприятие;;+7 (4112) 45‒95‒24, +7 (4112) 45‒97‒15
Ферма, сеть магазинов местных натуральных продуктов;;
Мастика Якутск, магазин товаров для выпечки;;+7‒914‒105‒67‒08
Сандал, продуктовый магазин местной продукции;;+7‒924‒660‒54‒13
Молочный Дом, оптово-розничный центр;;+7‒914‒829‒48‒94
Ратмир, оптово-розничный магазин;;+7‒914‒277‒51‒35, +7 (41143) 4‒78‒35
Туьулгэ, служба доставки национальной еды и продуктов;;+7‒914‒2‒711‒552
Оптово-розничный магазин, ИП Демидович И.Е.;;+7 (4112) 35‒54‒70
Аксиома, оптово-розничный магазин;;+7‒914‒228‒90‒33
Автомат по продаже натурального молока;;+7‒914‒2‒747‒721
Янта, ООО, торговая компания;;+7‒924‒169‒07‒48, +7‒924‒660‒96‒22
Наше родное, детский молочный комбинат;;+7 (4112) 44‒99‒00, +7 (4112) 44‒95‒00
Сахапродторг, ООО, оптово-розничная компания;;+7‒924‒162‒73‒73
Магазин сыров и молочной продукции;;+7 (4112) 33‒29‒44, +7‒924‒664‒37‒56, +7 (4112) 33‒29‒33, +7 (4112) 44‒75‒29
СахаПродукт, магазин;;
Дары природы;;+7 (41144) 47‒220, +7‒924‒877‒93‒59, +7‒914‒2‒73‒77‒22, +7‒996‒917‒19‒17, +7‒924‒169‒20‒00
Оптово-розничный магазин, ИП Курганова Т.Е.;;+7 (4112) 35‒84‒55
Павловский молочный завод, СПК;;+7‒914‒104‒62‒90
Магазин продуктов из козьего молока;;
Perfetto, магазин кофе и чая;;+7‒914‒109‒19‒90, +7‒924‒178‒33‒22
Бодрый день, кофейня;;+7‒914‒2‒776‒777
Assam, чайная лавка;;+7‒924‒660‒81‒09
Церемония, магазин;;+7 (4112) 26‒15‒05, +7‒924‒766‒36‒26
Триада, оптово-розничный магазин;;+7 (4112) 35‒80‒28
Ароматный мир, магазин кофе и чая;;+7‒924‒460‒82‒01
Samovar, магазин чая и чайной посуды;;+7‒964‒421‒22‒25
Бодрячок, магазин;;+7‒914‒294‒95‒49
Оптовая база;;+7 (4112) 25‒44‒24, +7‒924‒162‒73‒73
Диана, оптово-розничный магазин;;+7‒9‒142‒702‒809
Альянс, оптово-розничный магазин;;+7 (4112) 35‒89‒54
Лада, оптово-розничный магазин;;+7 (4112) 36‒55‒05
Оптовая база, ИП Никитин П.М.;;+7 (4112) 33‒72‒41, +7 (4112) 33‒72‒54
Хатасский свинокомплекс, мясной магазин;;
Продуктовый магазин, ИП Тихонова О.Ю.;;+7 (4112) 35‒84‒73
Буджак, фирменный мясной магазин;;+7 (4112) 20‒30‒20
Сибирь, Мархинский племенной свинокомплекс;;+7 (4112) 20‒56‒64, +7‒924‒168‒60‒88, +7‒924‒173‒04‒12
Мясной магазин;;+7‒924‒360‒78‒78
САХАКОНСЕРВПРОДУКТ, ООО;;+7‒924‒590‒46‒00
Алтайское Мясо, компания по оптово-розничной продаже мяса;;+7‒914‒268‒63‒24, +7‒914‒265‒04‒00, +7‒914‒299‒54‒49
Мясков+, цех по производству мясных полуфабрикатов;;+7‒914‒2‒730‒341, +7‒914‒278‒81‒11
МРАМИТ, ООО, магазин мраморного мяса;;+7 (4112) 250‒292
Аким, оптово-розничный магазин;;+7 (4112) 35‒85‒46
Халяль, магазин свежего мяса;;
Муна, компания по оптово-розничной торговле мясом дикой оленины;;+7‒914‒2‒74‒12‒10
Сахамясторг, ООО, компания по оптово-розничной продаже и доставке мяса, мясной продукции;;+7 (4112) 25‒95‒00
Фермерская лавка;;+7‒924‒176‒58‒88
Север мясо, оптовая компания;;+7‒984‒118‒78‒60, +7‒914‒229‒54‒49
Магазин по продаже мяса;;
Халол, мясной магазин;;
Мясная лавка, магазин;;
Колбасы, магазин мясных изделий;;
Мясной уголок, розничный магазин;;+7‒924‒868‒98‒67
Фермерская лавка, мясной киоск;;
Стандарт Трэйд, ООО, торговая компания;;+7‒999‒245‒18‒73
Аппетит-2, оптово-розничный магазин;;+7 (4112) 47‒30‒18
Аппетит, оптово-розничный магазин;;+7 (4112) 47‒30‒18
Степаныч, оптово-розничный магазин;;+7 (4112) 36‒52‒53
АкваРоса, ООО, торговая фирма;;+7‒924‒765‒15‒81
Фруктово-овощная оптовая база;;+7‒924‒175‒90‒90
Магазин по продаже фруктов и овощей, ИП Султанов М.О.;;+7‒924‒767‒55‒00
Киоск по продаже фруктов и овощей;;
Ягодная лавка, магазин ягод и экзотических фруктов;;+7‒914‒237‒70‒20
Горснаб, МУП;;+7 (4112) 26‒01‒39
Магазин по продаже овощей и фруктов, ИП Джемалетдинова З.С.;;+7‒924‒592‒68‒71
Райан, оптово-розничный магазин овощей и фруктов;;+7‒924‒878‒17‒17
Белоречье, фирменный магазин;;+7 (4112) 40‒25‒21
Магазин по продаже овощей и фруктов;;
Магазин по продаже овощей и фруктов, ИП Мамажанов М.А.;;
Мархинка, сельскохозяйственная ярмарка;;
Магазин по продаже овощей и фруктов, ИП Абдуллаев А.А.;;+7‒924‒878‒50‒73
Сайын, киоск по продаже овощей и фруктов;;
Ягодка, магазин фруктов;;
Муслим, магазин овощей и фруктов;;
Магазин по продаже овощей и фруктов, ИП Абдулаев А.Г.;;+7‒924‒360‒28‒32
Магазин по продаже овощей и фруктов, ИП Рустамов А.Р.;;
Магазин по продаже фруктов и овощей;;+7‒961‒868‒68‒16
Новая жизнь, ООО, овощеводческая база;;+7‒914‒103‒03‒07
Магазин по продаже овощей и фруктов, ИП Атабалаев М.М.;;+7‒996‒315‒16‒55
Магазин по продаже овощей и фруктов, ИП Камалов Н.М.;;+7‒965‒676‒92‒32
Магазин по продаже овощей и фруктов, ИП Ураимов С.Н.;;+7‒924‒712‒45‒00
Магазин по продаже овощей и фруктов, ИП Мамажонов А.А.;;+7‒999‒173‒30‒43
Магазин по продаже овощей и фруктов, ИП Султанов М.О.;;+7‒924‒364‒84‒17
Магазин по продаже овощей и фруктов, ИП Собиров Р.И.;;
Фруктовый центр, магазин по продаже фруктов и овощей;;
Эдем, магазин овощей и фруктов;;
Твой малыш, магазин детского питания;;+7‒924‒170‒06‒62
Малышам Якутск, компания по доставке детского питания;;+7‒924‒765‒29‒99
Дезэкспресс, дезинфекционная служба;;+7 (4112) 25‒14‒00, +7 (4112) 25‒36‒00
Профдез, ООО, компания по дезинсекции и дератизации;;+7 (4112) 25‒14‒73, +7 (4112) 32‒93‒67
Мистер Дез, дезинфекционная служба;;+7‒964‒076‒20‒21
ДезЭко, ООО, служба по борьбе с насекомыми и грызунами;;+7‒914‒2‒727‒797, +7‒999‒173‒17‒33
ДезЯкт, дезинфекционная служба;;+7‒914‒822‒54‒45
Дэз Эко, санитарная служба;;+7‒964‒076‒20‒21
YKT_dezzer, служба дезинфекции;;+7‒968‒162‒75‒93
СахаДез, дезинсекционная служба;;+7‒924‒599‒91‒00
АльфаДез, многопрофильная компания;;+7‒968‒157‒16‒62
Сандезпроф, ООО;;+7‒924‒564‒25‒66
СЭС, единая санитарная служба;;+7 (4112) 25‒79‒00
Полярная звезда, агентство недвижимости;;+7‒914‒233‒50‒09, +7‒924‒766‒16‒09, +7‒924‒766‒16‒05
Якутрембыттехника, ОАО, многопрофильная компания;;+7 (4112) 34‒20‒35, +7 (4112) 34‒22‒88, +7 (4112) 34‒21‒33
Белый лотос, ООО;;+7 (4112) 25‒06‒10
Якутия, АО, центр кластерного развития;;+7 (4112) 40‒10‒93, +7 (4112) 40‒25‒83
Госснабсбыт Якутии, АО;;+7‒924‒868‒55‒25, +7‒914‒2‒74‒88‒69, +7 (4112) 44‒98‒93
Дирекция по эксплуатации, ООО;;+7 (4112) 39‒35‒21, +7 (4112) 39‒35‒15, +7‒924‒867‒78‒88, +7 (4112) 39‒35‒14
Авангард-Восток, ООО;;+7 (4112) 22‒61‒85
БПТ, ОАО;;+7 (4112) 36‒65‒90
АРР-Якутск, агентство недвижимости;;+7‒914‒2‒718‒991, +7‒914‒305‒99‒04
Россахализинг, ЗАО;;+7 (4112) 43‒21‒63
Мамедов З.Ш., ИП;;+7‒914‒109‒67‒73, +7‒924‒170‒61‒42
Центр складского хранения;;+7‒914‒2‒703‒620
МебельДом, мебельный салон;;+7 (4112) 26‒26‒41, +7‒924‒760‒31‒61
Большой, мебельный салон;;+7 (4112) 36‒92‒67, +7 (4112) 36‒87‒85
Город диванов, центр мягкой мебели;;+7‒914‒2‒71‒33‒23
ЭконоМный, мебельный салон;;+7‒914‒2‒75‒33‒22
ПИНСКДРЕВ, салон белорусской мебели;;+7‒924‒163‒05‒51, +7‒914‒2‒72‒06‒06
GRETA, мебельный салон;;
Империя диванов, салон мягкой мебели;;+7‒924‒164‒97‒08
Омич, мебельный салон;;+7 (4112) 44‒75‒49
Сибирь, мебельный салон;;+7 (4112) 43‒91‒98
ЛЮБИМЫЙ ДОМ, мебельный салон;;
Дятьково DMI, салон мебели;;+7 (4112) 34‒05‒05
Семья, салон мебели;;+7 (4112) 26‒02‒99
Центр мебели;;+7 (4112) 44‒70‒02
На-на дом, салон мебели и люстр;;+7‒924‒168‒93‒55, +7‒924‒868‒51‒33
Гранада, мебельный салон;;+7 (4112) 22‒30‒01
Ansa import and export company, компания по поиску и доставке грузов из Китая;;+7‒914‒2‒74‒82‒82
Север-Юг, компания по изготовлению мягкой мебели;;+7‒924‒568‒28‒28
Мебельный цех;;+7‒924‒175‒76‒66
ЕвроКровати, компания;;+7‒914‒230‒87‒38
М-Браво, мебельный цех;;+7‒924‒469‒84‒44
Мебельный цех, ИП Иванов Г.Ф.;;+7‒914‒238‒00‒80
МЕБЕЛЬТОРГ, ООО, магазин корпусной мебели;;+7‒914‒2‒717‒888
Европа, мебельный салон;;+7 (4112) 47‒02‒15, +7‒924‒593‒61‒96
Империя мебели, салон-магазин;;+7 (4112) 44‒79‒58, +7‒924‒593‒61‒95
РОТАНГ, салон мебели;;+7‒914‒2‒757‒747, +7‒914‒274‒41‒44, +7‒914‒271‒20‒75
Мебель Стиль, салон мебели;;+7 (4112) 43‒90‒51
Столы+стулья, мебельный салон;;+7 (4112) 25‒30‒51
АБ Камень, компания по изготовлению изделий из камня;;+7‒964‒420‒25‒89
Акрил декор, фирма по изготовлению столешниц и изделий из камня;;+7‒924‒768‒70‒70, +7 (4112) 21‒01‒35, +7‒924‒661‒05‒01
Интерьер, интернет-магазин мебели;;+7‒914‒288‒64‒36
Кухонный двор, салон кухонной мебели;;+7‒924‒766‒01‒37, +7 (4112) 26‒01‒37
Felicita, салон кухонной мебели;;+7‒924‒765‒75‒77, +7 (4112) 25‒75‒77
Stroke, фирма по изготовлению мебели под заказ;;
Мас Экспо;;+7 (4112) 73‒24‒73
MEBELIT, центр встроенной мебели;;+7 (4112) 250‒966, +7‒924‒168‒48‒46
Свой Мастер;;+7‒924‒167‒97‒04
Гранд Мебель, компания по изготовлению мебели;;+7‒914‒108‒48‒25, +7‒984‒104‒55‒25
Evisa, производственная фирма;;+7‒924‒361‒70‒31
Новая линия, мебельный центр;;+7‒924‒568‒80‒00
Орматек, фирменный магазин матрасов и кроватей;;+7 (4112) 40‒24‒87
Ангстрем, мебельный магазин;;
Мир матрасов DreamLine, магазин беспружинных матрасов;;+7‒914‒2‒730‒223
Алюм-мебель, компания по изготовлению мебели и перегородок;;+7‒914‒2‒74‒77‒04
Shkaf.ykt, компания по изготовлению корпусной мебели;;+7‒924‒765‒23‒93, +7‒924‒765‒23‒91
Мебель от Захара;;+7‒914‒221‒34‒78
Алаас мебель, производственная компания;;+7‒914‒265‒96‒93
Макаров М.С., ИП;;+7‒914‒279‒93‒22
СахаСухиеСтройСмеси, производственная компания;;+7‒914‒261‒04‒63, +7‒924‒766‒31‒13
Купи у Люды, магазин строительных и отделочных материалов;;+7‒914‒2‒722‒385
Мир камня, производственная фирма;;+7‒924‒160‒79‒27, +7‒999‒174‒13‒82
ЭКОКАМЕНЬ, компания по производству гипсовых плит;;+7‒914‒289‒16‒14
PROFI_МОНТАЖ, магазин отделочных материалов;;+7‒924‒569‒86‒99
Магазин расходных материалов для рекламного производства и декора;;+7 (4112) 25‒11‒40
Стройкрепеж, магазин крепежных изделий;;
Единый центр ремонта, компания по продаже и установке натяжных потолков;;+7‒914‒2‒709‒049, +7‒924‒662‒22‒26, +7‒924‒864‒44‒42
Арт-потолок, торгово-монтажная фирма;;+7‒914‒2‒710‒232, +7‒924‒167‒77‒77
ПотолОК, торгово-монтажная компания;;+7‒924‒591‒11‒10, +7 (4112) 25‒54‒25
Европотолок, производственно-монтажная компания;;+7 (4112) 26‒26‒27
Империя, компания натяжных потолков;;+7‒924‒766‒20‒50, +7 (4112) 25‒20‒35
ЧИККЭС, компания по производству натяжных потолков;;+7‒914‒2‒71‒84‒74, +7‒984‒114‒15‒93
Фабрика потолков, ООО, торгово-производственная фирма;;+7‒924‒765‒05‒26, +7 (4112) 25‒88‒99, +7‒924‒860‒45‒48
Premium YKT, салон натяжных потолков;;+7‒924‒468‒38‒15, +7‒924‒591‒15‒03, +7‒924‒569‒22‒44
Сфера, производственно-монтажная компания;;+7 (4112) 25‒03‒86, +7‒924‒765‒03‒86
Center, служба установки натяжных потолков;;+7‒914‒293‒42‒24, +7‒914‒2‒719‒054
Уютный Дом, ООО, торгово-монтажная компания;;+7 (4112) 25‒52‒36, +7‒914‒2‒717‒967, +7‒914‒267‒04‒20
Art-Soffitto, монтажная компания;;+7‒924‒765‒80‒22
All Pro, служба установки натяжных потолков;;+7‒914‒300‒02‒51
Элитные потолки, торгово-монтажная компания;;+7‒914‒220‒30‒42, +7‒961‒869‒22‒57, +7‒924‒461‒18‒18
Ладья, производственно-монтажная компания;;+7‒924‒895‒69‒56, +7‒924‒177‒55‒76
Potolok YKT, компания по установке натяжных потолков;;+7‒914‒103‒84‒47
Центр натяжных потолков;;+7‒924‒167‒77‒77
Радужное небо, компания по установке натяжных потолков;;+7 (4112) 24‒05‒06, +7‒964‒420‒10‒58
Компания по установке натяжных потолков, ИП Егоров А.В.;;+7‒964‒423‒42‒26
Торгово-монтажная компания, ИП Свирин В.Ю.;;+7‒914‒101‒83‒20, +7‒968‒150‒01‒55
Дом Потолков, компания натяжных потолков;;+7‒914‒2‒759‒229, +7‒914‒2‒751‒351
Максимум, компания по установке натяжных потолков;;+7‒964‒423‒50‒37
Столярный цех, ИП Олесов А.А.;;+7‒914‒2‒700‒518
Компания по изготовлению и установке лодочных тентов;;+7‒924‒765‒51‒52, +7 (4112) 25‒51‒52
Строительные Технологии, ООО, строительная компания;;+7‒996‒315‒85‒77
Эксплуатационно-техническая служба;;+7 (4112) 72‒00‒88
Квантум, ООО, строительная компания;;+7 (4112) 35‒41‒70
СахаФасадСтрой, строительно-монтажная фирма;;+7‒914‒2‒716‒720
Элма, ООО, многопрофильная компания;;+7‒914‒298‒88‒88
Сахамостдорстрой, строительная фирма;;+7 (4112) 36‒49‒23, +7 (4112) 36‒09‒55, +7 (4112) 36‒63‒24
Галерея света, магазин люстр;;+7 (4112) 36‒59‒31
Евросвет, магазин люстр;;+7 (4112) 40‒30‒36
